Mã s? ID,Tình tr?ng,?ã b?t ??u vào lúc,?ã hoàn thành,Th?i gian th?c hi?n,"?i?m/10,00","Q. 1 /1,00","Q. 2 /1,00","Q. 3 /1,00","Q. 4 /1,00","Q. 5 /1,00","Q. 6 /1,00","Q. 7 /1,00","Q. 8 /1,00","Q. 9 /1,00","Q. 10 /1,00"
1914210,?ã hoàn thành,26 March 2020  8:03 AM,26 March 2020  8:09 AM,5 phút 39 giây,"7,50","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00","0,00","0,00"
1914210,?ã hoàn thành,26 March 2020  8:13 AM,26 March 2020  8:14 AM,1 phút 10 giây,"9,50","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00","1,00","1,00"
1914210,?ã hoàn thành,26 March 2020  8:15 AM,26 March 2020  8:16 AM,47 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910644,?ã hoàn thành,26 March 2020  10:56 AM,26 March 2020  11:00 AM,3 phút 44 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915866,?ã hoàn thành,26 March 2020  12:52 PM,26 March 2020  12:56 PM,4 phút 8 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915866,?ã hoàn thành,26 March 2020  12:57 PM,26 March 2020  12:59 PM,2 phút 40 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915866,?ã hoàn thành,26 March 2020  1:00 PM,26 March 2020  1:01 PM,53 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1814096,?ã hoàn thành,26 March 2020  1:44 PM,26 March 2020  1:49 PM,4 phút 31 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1913336,?ã hoàn thành,26 March 2020  2:19 PM,26 March 2020  2:22 PM,2 phút 58 giây,"7,00","1,00","1,00","1,00","0,00","0,50","0,50","1,00","1,00","0,00","1,00"
1913336,?ã hoàn thành,26 March 2020  2:29 PM,26 March 2020  2:30 PM,1 phút 25 giây,"9,50","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00","1,00"
1912539,?ã hoàn thành,26 March 2020  9:08 PM,26 March 2020  9:10 PM,2 phút 11 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1911796,?ã hoàn thành,26 March 2020  9:11 PM,26 March 2020  9:17 PM,6 phút 39 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1911796,?ã hoàn thành,26 March 2020  9:19 PM,26 March 2020  9:21 PM,1 phút 29 giây,"9,50","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00","1,00","1,00"
1911796,?ã hoàn thành,26 March 2020  9:22 PM,26 March 2020  9:23 PM,1 phút 6 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912675,?ã hoàn thành,26 March 2020  9:41 PM,26 March 2020  9:42 PM,1 phút 39 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1812478,?ã hoàn thành,27 March 2020  7:10 AM,27 March 2020  7:12 AM,2 phút 28 giây,"6,00","1,00","1,00","1,00","1,00","0,50","1,00","0,50","0,00","0,00","0,00"
1852443,?ã hoàn thành,27 March 2020  10:05 AM,27 March 2020  10:08 AM,3 phút 14 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1852443,?ã hoàn thành,27 March 2020  10:09 AM,27 March 2020  10:12 AM,2 phút 47 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1852443,?ã hoàn thành,27 March 2020  10:13 AM,27 March 2020  10:15 AM,2 phút 16 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1852443,?ã hoàn thành,27 March 2020  10:16 AM,27 March 2020  10:17 AM,1 phút 3 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915351,?ã hoàn thành,27 March 2020  11:23 AM,27 March 2020  11:26 AM,2 phút 36 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913114,?ã hoàn thành,27 March 2020  11:35 AM,27 March 2020  11:39 AM,4 phút 10 giây,"8,00","1,00","1,00","1,00","0,00","1,00","1,00","1,00","1,00","0,00","1,00"
1913114,?ã hoàn thành,27 March 2020  11:40 AM,27 March 2020  11:42 AM,1 phút 33 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913218,?ã hoàn thành,27 March 2020  1:23 PM,27 March 2020  1:27 PM,3 phút 50 giây,"8,50","1,00","1,00","1,00","0,00","1,00","1,00","0,50","1,00","1,00","1,00"
1913218,?ã hoàn thành,27 March 2020  1:30 PM,27 March 2020  1:31 PM,52 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1913218,?ã hoàn thành,27 March 2020  1:32 PM,27 March 2020  1:33 PM,47 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1911530,?ã hoàn thành,27 March 2020  1:39 PM,27 March 2020  1:42 PM,3 phút,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913713,?ã hoàn thành,27 March 2020  4:59 PM,27 March 2020  5:06 PM,7 phút 17 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914914,?ã hoàn thành,27 March 2020  6:14 PM,27 March 2020  6:17 PM,3 phút 3 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915071,?ã hoàn thành,27 March 2020  8:16 PM,27 March 2020  8:21 PM,4 phút 54 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915071,?ã hoàn thành,27 March 2020  8:22 PM,27 March 2020  8:24 PM,1 phút 29 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915071,?ã hoàn thành,27 March 2020  8:25 PM,27 March 2020  8:26 PM,1 phút 5 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915040,?ã hoàn thành,27 March 2020  9:27 PM,27 March 2020  9:33 PM,5 phút 25 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913729,?ã hoàn thành,28 March 2020  8:09 AM,28 March 2020  8:25 AM,16 phút 29 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914768,?ã hoàn thành,28 March 2020  8:27 AM,28 March 2020  8:31 AM,4 phút 3 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914472,?ã hoàn thành,28 March 2020  10:48 AM,28 March 2020  10:50 AM,2 phút,"8,50","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00","0,00","1,00"
1914472,?ã hoàn thành,28 March 2020  10:51 AM,28 March 2020  10:52 AM,1 phút 12 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913241,?ã hoàn thành,28 March 2020  8:35 PM,28 March 2020  8:37 PM,2 phút 1 giây,"9,00","1,00","1,00","1,00","0,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914878,?ã hoàn thành,28 March 2020  9:31 PM,28 March 2020  9:35 PM,3 phút 38 giây,"7,50","1,00","1,00","1,00","0,00","1,00","1,00","0,50","1,00","0,00","1,00"
1914878,?ã hoàn thành,28 March 2020  9:35 PM,28 March 2020  9:36 PM,1 phút 5 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1914878,?ã hoàn thành,28 March 2020  9:37 PM,28 March 2020  9:38 PM,53 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910473,?ã hoàn thành,28 March 2020  10:50 PM,28 March 2020  10:52 PM,2 phút 12 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912594,?ã hoàn thành,29 March 2020  12:45 AM,29 March 2020  12:57 AM,11 phút 55 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915482,?ã hoàn thành,29 March 2020  10:28 AM,29 March 2020  10:34 AM,5 phút 56 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915482,?ã hoàn thành,29 March 2020  10:35 AM,29 March 2020  10:37 AM,1 phút 31 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1915482,?ã hoàn thành,29 March 2020  10:38 AM,29 March 2020  10:39 AM,1 phút 26 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912184,?ã hoàn thành,29 March 2020  1:12 PM,29 March 2020  1:19 PM,6 phút 25 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912184,?ã hoàn thành,29 March 2020  1:20 PM,29 March 2020  1:21 PM,41 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915161,?ã hoàn thành,29 March 2020  3:41 PM,29 March 2020  3:44 PM,3 phút 47 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915161,?ã hoàn thành,29 March 2020  3:45 PM,29 March 2020  3:46 PM,1 phút 31 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915161,?ã hoàn thành,29 March 2020  3:47 PM,29 March 2020  3:48 PM,57 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
51300771,?ã hoàn thành,29 March 2020  5:49 PM,29 March 2020  5:54 PM,4 phút 32 giây,"7,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","0,00","0,00"
51300771,?ã hoàn thành,29 March 2020  5:55 PM,29 March 2020  5:56 PM,1 phút 8 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1712727,?ã hoàn thành,29 March 2020  8:00 PM,29 March 2020  8:08 PM,7 phút 34 giây,"8,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","0,00","1,00"
1712727,?ã hoàn thành,29 March 2020  8:08 PM,29 March 2020  8:09 PM,1 phút,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915251,?ã hoàn thành,29 March 2020  11:01 PM,29 March 2020  11:08 PM,6 phút 53 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915251,?ã hoàn thành,29 March 2020  11:08 PM,29 March 2020  11:09 PM,1 phút 11 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915251,?ã hoàn thành,29 March 2020  11:10 PM,29 March 2020  11:11 PM,51 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1915251,?ã hoàn thành,29 March 2020  11:11 PM,29 March 2020  11:12 PM,1 phút 6 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1812478,?ã hoàn thành,30 March 2020  7:08 AM,30 March 2020  7:10 AM,2 phút 2 giây,"6,50","1,00","1,00","1,00","1,00","0,50","0,50","0,50","0,00","0,00","1,00"
1812478,?ã hoàn thành,30 March 2020  7:10 AM,30 March 2020  7:11 AM,1 phút 10 giây,"6,50","1,00","1,00","1,00","1,00","0,50","0,50","0,50","0,00","0,00","1,00"
1915130,?ã hoàn thành,30 March 2020  8:55 AM,30 March 2020  9:01 AM,5 phút 52 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913758,?ã hoàn thành,30 March 2020  10:11 AM,30 March 2020  10:14 AM,3 phút 33 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1911283,?ã hoàn thành,30 March 2020  2:48 PM,30 March 2020  2:54 PM,5 phút 40 giây,"7,00","1,00","1,00","0,50","0,00","0,50","1,00","1,00","1,00","0,00","1,00"
1915378,?ã hoàn thành,30 March 2020  3:32 PM,30 March 2020  3:35 PM,2 phút 56 giây,"7,50","1,00","1,00","1,00","0,00","1,00","1,00","0,50","1,00","0,00","1,00"
1915378,?ã hoàn thành,30 March 2020  3:36 PM,30 March 2020  3:37 PM,1 phút 4 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915378,?ã hoàn thành,30 March 2020  3:38 PM,30 March 2020  3:38 PM,52 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915378,?ã hoàn thành,30 March 2020  3:39 PM,30 March 2020  3:39 PM,32 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1914093,?ã hoàn thành,30 March 2020  3:59 PM,30 March 2020  4:08 PM,8 phút 28 giây,"9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","1,00"
1914093,?ã hoàn thành,30 March 2020  4:08 PM,30 March 2020  4:09 PM,1 phút 3 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914084,?ã hoàn thành,30 March 2020  4:59 PM,30 March 2020  5:02 PM,3 phút 22 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910650,?ã hoàn thành,30 March 2020  6:49 PM,30 March 2020  6:53 PM,3 phút 44 giây,"8,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","0,00","1,00"
1910650,?ã hoàn thành,30 March 2020  6:54 PM,30 March 2020  6:55 PM,1 phút 30 giây,"8,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","0,00","1,00"
1910650,?ã hoàn thành,30 March 2020  6:57 PM,30 March 2020  6:58 PM,1 phút 16 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1912384,?ã hoàn thành,30 March 2020  8:08 PM,30 March 2020  8:12 PM,3 phút 39 giây,"9,50","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00","1,00","1,00"
1912532,?ã hoàn thành,30 March 2020  8:35 PM,30 March 2020  8:37 PM,1 phút 48 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914659,?ã hoàn thành,30 March 2020  8:51 PM,30 March 2020  8:54 PM,2 phút 44 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1937064,?ã hoàn thành,30 March 2020  9:13 PM,30 March 2020  9:15 PM,2 phút 27 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1613010,?ã hoàn thành,31 March 2020  1:59 AM,31 March 2020  2:02 AM,3 phút 3 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1613010,?ã hoàn thành,31 March 2020  2:03 AM,31 March 2020  2:05 AM,2 phút 22 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1911907,?ã hoàn thành,31 March 2020  9:16 AM,31 March 2020  9:19 AM,3 phút 33 giây,"7,50","1,00","1,00","1,00","0,00","1,00","1,00","0,50","1,00","0,00","1,00"
1911907,?ã hoàn thành,31 March 2020  9:20 AM,31 March 2020  9:25 AM,5 phút 37 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1911907,?ã hoàn thành,31 March 2020  9:38 AM,31 March 2020  9:49 AM,10 phút 15 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1911907,?ã hoàn thành,31 March 2020  9:49 AM,31 March 2020  9:50 AM,50 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912761,?ã hoàn thành,31 March 2020  1:41 PM,31 March 2020  1:46 PM,4 phút 23 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910620,?ã hoàn thành,31 March 2020  2:56 PM,31 March 2020  2:59 PM,2 phút 20 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1911841,?ã hoàn thành,31 March 2020  3:17 PM,31 March 2020  3:22 PM,4 phút 58 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910113,?ã hoàn thành,31 March 2020  6:06 PM,31 March 2020  6:08 PM,2 phút,"8,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","0,00","1,00"
1910113,?ã hoàn thành,31 March 2020  6:08 PM,31 March 2020  6:09 PM,40 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1910113,?ã hoàn thành,31 March 2020  6:10 PM,31 March 2020  6:11 PM,1 phút 10 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1910113,?ã hoàn thành,31 March 2020  6:11 PM,31 March 2020  6:12 PM,38 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910339,?ã hoàn thành,31 March 2020  7:19 PM,31 March 2020  7:25 PM,5 phút 35 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1910339,?ã hoàn thành,31 March 2020  7:27 PM,31 March 2020  7:28 PM,47 giây,"9,00","1,00","1,00","1,00","1,00","0,50","1,00","0,50","1,00","1,00","1,00"
1913075,?ã hoàn thành,31 March 2020  8:35 PM,31 March 2020  8:38 PM,2 phút 54 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1910110,?ã hoàn thành,31 March 2020  8:37 PM,31 March 2020  8:46 PM,9 phút 38 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913075,?ã hoàn thành,31 March 2020  8:39 PM,31 March 2020  8:39 PM,43 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1913075,?ã hoàn thành,31 March 2020  8:41 PM,31 March 2020  8:41 PM,48 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1913075,?ã hoàn thành,31 March 2020  8:42 PM,31 March 2020  8:43 PM,45 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912811,?ã hoàn thành,31 March 2020  8:53 PM,31 March 2020  8:55 PM,1 phút 32 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910735,?ã hoàn thành,31 March 2020  9:11 PM,31 March 2020  9:23 PM,12 phút 4 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910735,?ã hoàn thành,31 March 2020  9:24 PM,31 March 2020  9:25 PM,37 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912916,?ã hoàn thành,1 April 2020  12:18 AM,1 April 2020  12:21 AM,2 phút 32 giây,"8,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","0,00","1,00"
1914227,?ã hoàn thành,1 April 2020  9:42 AM,1 April 2020  9:45 AM,3 phút 41 giây,"9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","1,00"
1914227,?ã hoàn thành,1 April 2020  9:46 AM,1 April 2020  9:47 AM,1 phút 26 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915076,?ã hoàn thành,1 April 2020  4:09 PM,1 April 2020  4:14 PM,5 phút 25 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1910276,?ã hoàn thành,1 April 2020  7:33 PM,1 April 2020  7:39 PM,5 phút 4 giây,"8,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","0,00","1,00"
1910276,?ã hoàn thành,1 April 2020  7:40 PM,1 April 2020  7:42 PM,2 phút 35 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1910276,?ã hoàn thành,1 April 2020  7:45 PM,1 April 2020  7:46 PM,1 phút 42 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1910276,?ã hoàn thành,1 April 2020  7:47 PM,1 April 2020  7:49 PM,1 phút 30 giây,"9,25","1,00","1,00","1,00","1,00","1,00","0,50","0,75","1,00","1,00","1,00"
1910276,?ã hoàn thành,1 April 2020  7:50 PM,1 April 2020  7:52 PM,1 phút 57 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1910276,?ã hoàn thành,1 April 2020  7:53 PM,1 April 2020  7:55 PM,1 phút 43 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1910276,?ã hoàn thành,1 April 2020  7:56 PM,1 April 2020  7:57 PM,1 phút 37 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1910276,?ã hoàn thành,1 April 2020  7:58 PM,1 April 2020  8:00 PM,1 phút 39 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1910276,?ã hoàn thành,1 April 2020  8:01 PM,1 April 2020  8:02 PM,1 phút 10 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1910276,?ã hoàn thành,1 April 2020  8:03 PM,1 April 2020  8:04 PM,59 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1910276,?ã hoàn thành,1 April 2020  8:04 PM,1 April 2020  8:06 PM,1 phút 9 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1937019,?ã hoàn thành,1 April 2020  8:12 PM,1 April 2020  8:15 PM,2 phút 40 giây,"8,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","0,00","1,00"
1937019,?ã hoàn thành,1 April 2020  8:19 PM,1 April 2020  8:20 PM,58 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912700,?ã hoàn thành,1 April 2020  8:30 PM,1 April 2020  8:33 PM,3 phút 52 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1812257,?ã hoàn thành,1 April 2020  10:55 PM,1 April 2020  10:59 PM,3 phút 53 giây,"7,75","1,00","1,00","0,50","1,00","0,50","0,50","0,25","1,00","1,00","1,00"
1812257,?ã hoàn thành,1 April 2020  11:01 PM,1 April 2020  11:02 PM,1 phút 39 giây,"8,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00",-,"1,00"
1912448,?ã hoàn thành,1 April 2020  11:07 PM,1 April 2020  11:11 PM,3 phút 58 giây,"8,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","0,00","1,00"
1912523,?ã hoàn thành,2 April 2020  9:08 AM,2 April 2020  9:12 AM,3 phút 8 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913817,?ã hoàn thành,2 April 2020  10:42 AM,2 April 2020  10:47 AM,4 phút 36 giây,"9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","0,00","1,00"
1913817,?ã hoàn thành,2 April 2020  10:47 AM,2 April 2020  10:48 AM,1 phút 9 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915378,?ã hoàn thành,2 April 2020  12:35 PM,2 April 2020  12:36 PM,1 phút 11 giây,"9,75","1,00","1,00","1,00","1,00","1,00","1,00","0,75","1,00","1,00","1,00"
1915378,?ã hoàn thành,2 April 2020  12:37 PM,2 April 2020  12:38 PM,54 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913949,?ã hoàn thành,2 April 2020  2:10 PM,2 April 2020  2:19 PM,8 phút 50 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913763,?ã hoàn thành,2 April 2020  2:49 PM,2 April 2020  2:55 PM,6 phút 51 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1914880,?ã hoàn thành,2 April 2020  2:49 PM,2 April 2020  3:01 PM,11 phút 49 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1915016,?ã hoàn thành,2 April 2020  9:22 PM,2 April 2020  9:27 PM,5 phút 6 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915016,?ã hoàn thành,2 April 2020  9:28 PM,2 April 2020  9:29 PM,1 phút 16 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1915016,?ã hoàn thành,2 April 2020  9:31 PM,2 April 2020  9:32 PM,1 phút 17 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912916,?ã hoàn thành,2 April 2020  10:43 PM,2 April 2020  10:45 PM,2 phút 7 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1913828,?ã hoàn thành,3 April 2020  9:39 AM,3 April 2020  9:43 AM,3 phút 42 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1911456,?ã hoàn thành,3 April 2020  1:35 PM,3 April 2020  1:38 PM,2 phút 42 giây,"8,00","1,00","1,00","1,00","1,00","0,50","1,00","0,50","1,00","0,00","1,00"
1915598,?ã hoàn thành,3 April 2020  2:24 PM,3 April 2020  2:26 PM,1 phút 52 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1913418,?ã hoàn thành,3 April 2020  3:42 PM,3 April 2020  3:48 PM,6 phút 24 giây,"7,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","0,00","0,00"
1913418,?ã hoàn thành,3 April 2020  3:49 PM,3 April 2020  3:51 PM,1 phút 8 giây,"9,50","1,00","1,00","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00"
1911441,?ã hoàn thành,3 April 2020  4:58 PM,3 April 2020  5:07 PM,9 phút 41 giây,"8,50","1,00","1,00","1,00","1,00","0,50","1,00","1,00","1,00","0,00","1,00"
1911441,?ã hoàn thành,3 April 2020  5:09 PM,3 April 2020  5:11 PM,1 phút 37 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
1912267,?ã hoàn thành,3 April 2020  9:11 PM,3 April 2020  9:16 PM,5 phút 11 giây,"10,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00"
